QueryId,DocumentId
201,clueweb12-1700tw-22-12689
201,clueweb12-0900wb-98-24673
201,clueweb12-0909wb-96-26247
201,clueweb12-0713wb-35-13648
201,clueweb12-0800tw-17-25760
201,clueweb12-0400tw-34-18992
201,clueweb12-0006wb-96-02778
201,clueweb12-0901tw-08-02360
201,clueweb12-0810wb-64-06846
201,clueweb12-0401tw-16-02547
201,clueweb12-1500tw-98-04929
201,clueweb12-1500tw-87-15657
201,clueweb12-0401tw-03-21671
201,clueweb12-0800tw-24-12533
201,clueweb12-0500tw-22-06416
201,clueweb12-1200tw-74-13246
201,clueweb12-1200tw-71-00213
201,clueweb12-0600tw-27-03059
201,clueweb12-0700tw-16-15536
201,clueweb12-0800tw-05-18710
201,clueweb12-1200tw-74-09560
201,clueweb12-0800tw-43-07338
201,clueweb12-0401tw-11-13679
201,clueweb12-0400tw-96-22358
201,clueweb12-0900tw-69-06553
201,clueweb12-0401tw-04-20151
201,clueweb12-0807wb-93-08686
201,clueweb12-0002wb-81-10226
201,clueweb12-0500tw-11-00340
201,clueweb12-1200tw-27-17833
201,clueweb12-0400tw-96-01734
201,clueweb12-1200tw-80-10421
201,clueweb12-0800tw-37-07485
201,clueweb12-1500tw-47-10531
201,clueweb12-0904wb-71-24469
201,clueweb12-0401tw-00-11091
201,clueweb12-0700tw-24-01437
201,clueweb12-1600tw-40-06466
201,clueweb12-1200tw-95-12617
201,clueweb12-0604wb-59-04476
201,clueweb12-0800tw-47-24240
201,clueweb12-1100tw-92-19247
201,clueweb12-0908wb-21-22923
201,clueweb12-1300tw-28-00541
201,clueweb12-0800tw-24-10527
201,clueweb12-0108wb-37-07006
201,clueweb12-0901wb-48-05421
201,clueweb12-0508wb-36-14116
201,clueweb12-0712wb-13-24284
201,clueweb12-0603wb-08-32699
201,clueweb12-0900wb-59-18923
201,clueweb12-0604wb-59-04462
201,clueweb12-0307wb-47-02869
201,clueweb12-0906wb-86-33232
201,clueweb12-0600wb-15-03061
201,clueweb12-0500tw-17-18276
201,clueweb12-0600tw-42-14363
201,clueweb12-0906wb-96-33932
201,clueweb12-1700tw-09-00623
201,clueweb12-0207wb-00-11831
201,clueweb12-0209wb-62-29860
201,clueweb12-0306wb-20-18408
201,clueweb12-1800tw-08-08836
201,clueweb12-1500tw-89-03150
201,clueweb12-1600tw-02-18513
201,clueweb12-0202wb-65-11691
201,clueweb12-0201wb-31-23372
201,clueweb12-0606wb-18-17991
201,clueweb12-0202wb-18-17709
201,clueweb12-0700tw-19-22232
201,clueweb12-0908wb-98-10600
201,clueweb12-0910wb-65-12168
201,clueweb12-0700tw-29-17319
201,clueweb12-0500tw-10-07393
201,clueweb12-0810wb-71-07709
201,clueweb12-0908wb-88-00684
201,clueweb12-0800tw-23-19628
201,clueweb12-0600tw-05-04439
201,clueweb12-0301tw-34-08947
201,clueweb12-0203wb-27-04513
201,clueweb12-0500tw-11-08405
201,clueweb12-1100tw-71-09590
201,clueweb12-1700tw-03-09403
201,clueweb12-0400tw-98-19394
201,clueweb12-1100tw-35-20624
201,clueweb12-0401tw-08-03455
201,clueweb12-0800tw-65-03973
201,clueweb12-1701wb-11-09404
201,clueweb12-0607wb-48-09245
201,clueweb12-0608wb-21-05230
201,clueweb12-0608wb-67-09164
201,clueweb12-0607wb-92-25305
201,clueweb12-0608wb-31-12820
201,clueweb12-0200tw-42-04809
201,clueweb12-0301tw-21-03835
201,clueweb12-0500tw-22-00157
201,clueweb12-1200tw-72-16914
201,clueweb12-0902wb-72-11855
201,clueweb12-0206wb-98-03583
201,clueweb12-0007wb-40-20920
202,clueweb12-0601wb-18-11856
202,clueweb12-1900tw-53-20555
202,clueweb12-0900tw-39-13453
202,clueweb12-0307wb-14-10525
202,clueweb12-0303wb-04-08428
202,clueweb12-0500tw-06-07919
202,clueweb12-1300wb-41-17656
202,clueweb12-0510wb-95-32597
202,clueweb12-0302wb-25-22790
202,clueweb12-0300tw-46-11156
202,clueweb12-0502wb-65-22527
202,clueweb12-0503wb-06-01803
202,clueweb12-0502wb-85-19374
