QueryId,DocumentId
245,clueweb12-0810wb-42-05792
245,clueweb12-0915wb-45-06695
245,clueweb12-1608wb-50-21803
245,clueweb12-0109wb-93-14385
245,clueweb12-1800tw-28-09602
245,clueweb12-0006wb-97-09560
245,clueweb12-0210wb-72-32886
245,clueweb12-1509wb-74-05708
245,clueweb12-0302wb-91-18374
245,clueweb12-1301wb-03-34050
245,clueweb12-0804wb-43-12390
245,clueweb12-0211wb-08-26698
245,clueweb12-1018wb-53-25686
245,clueweb12-0008wb-14-17740
245,clueweb12-1000tw-40-04152
245,clueweb12-0211wb-21-08712
245,clueweb12-0211wb-16-20418
245,clueweb12-0211wb-00-27371
245,clueweb12-0210wb-83-22568
245,clueweb12-0210wb-53-25614
245,clueweb12-0511wb-63-24226
245,clueweb12-0008wb-19-05506
245,clueweb12-0406wb-70-07295
245,clueweb12-0100wb-19-13997
245,clueweb12-0210wb-07-04441
245,clueweb12-0209wb-98-08588
245,clueweb12-1300wb-83-15079
245,clueweb12-1604wb-54-20282
245,clueweb12-1411wb-69-07349
245,clueweb12-1017wb-36-19621
245,clueweb12-1010wb-34-21403
245,clueweb12-1910wb-20-25918
245,clueweb12-1715wb-15-13133
245,clueweb12-1100tw-07-31667
245,clueweb12-0206wb-94-26064
245,clueweb12-1705wb-03-27910
221,clueweb12-0101wb-14-06112
221,clueweb12-0012wb-23-03355
221,clueweb12-0103wb-36-29626
221,clueweb12-0012wb-65-04019
221,clueweb12-0101wb-56-05489
221,clueweb12-0101wb-56-05503
221,clueweb12-0101wb-34-11071
221,clueweb12-0101wb-25-05853
221,clueweb12-0102wb-31-05031
221,clueweb12-0101wb-43-14511
221,clueweb12-0101wb-65-12049
221,clueweb12-0808wb-73-19726
221,clueweb12-0403wb-33-06684
221,clueweb12-0013wb-81-03963
221,clueweb12-0013wb-58-07323
221,clueweb12-0101wb-82-10161
221,clueweb12-1111wb-96-03392
221,clueweb12-0311wb-46-23601
221,clueweb12-0013wb-14-10731
221,clueweb12-0311wb-25-07522
221,clueweb12-0100wb-63-04133
221,clueweb12-0311wb-88-04805
221,clueweb12-0303wb-53-27200
221,clueweb12-1717wb-34-09808
221,clueweb12-0307wb-50-22473
221,clueweb12-0605wb-19-08137
221,clueweb12-0404wb-23-16154
221,clueweb12-0105wb-94-18038
221,clueweb12-0716wb-07-17416
221,clueweb12-1900wb-77-11088
221,clueweb12-0311wb-40-25172
221,clueweb12-0408wb-94-26799
221,clueweb12-0108wb-82-10756
221,clueweb12-1908wb-88-16249
221,clueweb12-0920wb-00-03365
221,clueweb12-0004wb-23-02758
221,clueweb12-0405wb-70-11124
221,clueweb12-0405wb-70-37352
221,clueweb12-0011wb-71-10004
221,clueweb12-0709wb-53-15426
221,clueweb12-0106wb-25-32381
240,clueweb12-0106wb-10-24603
240,clueweb12-1500wb-21-01556
240,clueweb12-0501wb-41-12471
240,clueweb12-1102wb-70-06364
240,clueweb12-1905wb-64-06780
240,clueweb12-0404wb-96-29979
240,clueweb12-0303wb-03-00727
240,clueweb12-0918wb-64-26320
240,clueweb12-1812wb-17-12966
240,clueweb12-1807wb-79-05776
240,clueweb12-1101wb-28-00737
240,clueweb12-1503wb-83-09524
240,clueweb12-0204wb-16-02637
240,clueweb12-0310wb-23-22467
240,clueweb12-1902wb-21-01029
240,clueweb12-0104wb-11-29811
240,clueweb12-0002wb-55-32910
240,clueweb12-0002wb-80-28467
240,clueweb12-0000wb-46-34649
240,clueweb12-1503wb-88-28246
240,clueweb12-0205wb-07-09782
240,clueweb12-0808wb-98-23441
240,clueweb12-0012wb-03-18567
240,clueweb12-0003wb-42-21171
240,clueweb12-1909wb-94-04561
240,clueweb12-1408wb-65-18774
240,clueweb12-0604wb-47-04902
240,clueweb12-0208wb-21-12965
240,clueweb12-0406wb-78-13406
240,clueweb12-1214wb-60-19793
240,clueweb12-0104wb-38-29781
