QueryId,DocumentId
201,clueweb12-0906wb-09-33744
201,clueweb12-0508wb-36-14116
201,clueweb12-1200tw-95-12617
201,clueweb12-0200tw-42-04809
201,clueweb12-0906wb-96-33932
201,clueweb12-0909wb-35-26187
201,clueweb12-0100tw-52-01034
201,clueweb12-0307wb-47-02869
201,clueweb12-0600tw-27-03059
201,clueweb12-0906wb-67-25261
201,clueweb12-0500tw-17-18276
201,clueweb12-0904wb-71-24469
201,clueweb12-0908wb-09-14789
201,clueweb12-0902wb-72-11855
201,clueweb12-1100tw-55-13200
201,clueweb12-0900tw-69-06553
201,clueweb12-0400tw-96-01734
201,clueweb12-0900wb-35-34759
201,clueweb12-0905wb-84-06982
201,clueweb12-0401tw-01-03242
201,clueweb12-0400tw-61-14042
201,clueweb12-0905wb-25-19523
201,clueweb12-1800tw-16-09773
201,clueweb12-0901tw-08-02360
201,clueweb12-0909wb-62-29952
201,clueweb12-0908wb-21-02242
201,clueweb12-0800tw-37-07485
201,clueweb12-0700tw-19-03900
201,clueweb12-0800tw-24-12533
201,clueweb12-0700tw-32-11535
201,clueweb12-0500tw-02-03421
201,clueweb12-0500tw-03-16839
201,clueweb12-0605wb-65-13518
201,clueweb12-0604wb-40-13236
201,clueweb12-0909wb-23-16151
201,clueweb12-0909wb-96-26247
201,clueweb12-0910wb-47-12101
201,clueweb12-1700tw-22-12689
201,clueweb12-0401tw-00-11091
201,clueweb12-0400tw-50-09161
201,clueweb12-0100tw-39-03561
201,clueweb12-0400tw-34-18992
201,clueweb12-0900tw-16-01646
201,clueweb12-0800tw-24-10527
201,clueweb12-0905wb-60-26929
201,clueweb12-0906wb-31-10544
201,clueweb12-0909wb-70-18750
201,clueweb12-0909wb-35-26173
201,clueweb12-0908wb-98-10600
201,clueweb12-1700tw-16-05447
201,clueweb12-1600tw-02-18513
201,clueweb12-0910wb-65-12168
201,clueweb12-1100tw-92-19247
201,clueweb12-1400tw-62-01552
201,clueweb12-1500tw-89-03150
201,clueweb12-1500tw-98-04929
201,clueweb12-0400tw-56-21572
201,clueweb12-0300tw-61-16714
201,clueweb12-0200tw-36-16892
201,clueweb12-0005wb-07-00867
201,clueweb12-0007wb-40-20920
201,clueweb12-0207wb-85-32467
201,clueweb12-0603wb-36-22535
201,clueweb12-0807wb-93-08686
201,clueweb12-1500tw-01-04821
201,clueweb12-1700tw-18-11460
201,clueweb12-1000tw-25-02692
201,clueweb12-1700tw-38-10262
201,clueweb12-1600tw-38-16052
201,clueweb12-1500tw-97-06940
201,clueweb12-0810wb-71-07709
201,clueweb12-0301tw-34-08947
201,clueweb12-0400tw-96-22358
201,clueweb12-0400tw-98-19394
201,clueweb12-0000wb-60-01497
201,clueweb12-0401tw-07-01683
201,clueweb12-0300tw-70-18804
201,clueweb12-0400tw-99-20419
201,clueweb12-0500tw-11-00340
201,clueweb12-0700tw-54-14874
201,clueweb12-0700tw-43-04940
201,clueweb12-0800tw-16-24675
201,clueweb12-0500tw-24-10426
