QueryId,DocumentId
201,clueweb12-0400tw-34-01301
201,clueweb12-0401tw-16-00171
201,clueweb12-0401tw-03-01512
201,clueweb12-0401tw-04-01402
201,clueweb12-0401tw-11-00936
201,clueweb12-0400tw-96-01556
201,clueweb12-0400tw-96-00120
201,clueweb12-0401tw-00-00772
201,clueweb12-0201wb-31-01670
201,clueweb12-0301tw-34-00630
201,clueweb12-0400tw-98-01348
201,clueweb12-0401tw-08-00236
201,clueweb12-0301tw-21-00263
201,clueweb12-0200tw-42-00329
201,clueweb12-0400tw-99-00689
201,clueweb12-0300tw-61-01168
201,clueweb12-0201wb-30-00635
201,clueweb12-0201wb-40-00420
201,clueweb12-0400tw-99-01368
201,clueweb12-0400tw-98-00190
201,clueweb12-0401tw-01-00229
201,clueweb12-0200tw-44-00637
201,clueweb12-0100tw-39-00245
201,clueweb12-0100tw-52-00074
201,clueweb12-0201wb-04-01702
201,clueweb12-0201wb-07-02096
201,clueweb12-0301tw-52-01541
201,clueweb12-0401tw-09-01261
201,clueweb12-0401tw-07-01138
201,clueweb12-0300tw-70-01303
201,clueweb12-0400tw-99-00177
201,clueweb12-0400tw-99-01417
201,clueweb12-0201wb-31-02187
201,clueweb12-0101wb-64-01760
201,clueweb12-0400tw-61-00973
201,clueweb12-0401tw-03-01328
201,clueweb12-0200tw-32-00754
201,clueweb12-0200tw-32-00755
201,clueweb12-0200tw-34-00896
201,clueweb12-0401tw-08-01308
201,clueweb12-0200tw-36-01178
201,clueweb12-0000wb-60-00109
201,clueweb12-0401wb-03-00540
201,clueweb12-0400tw-77-01341
201,clueweb12-0101wb-29-01752
201,clueweb12-0400tw-96-01561
201,clueweb12-0401tw-12-00113
201,clueweb12-0401tw-11-00206
201,clueweb12-0201wb-13-00872
201,clueweb12-0400tw-56-01486
201,clueweb12-0301tw-16-00350
201,clueweb12-0401tw-07-00110
201,clueweb12-0200wb-76-01233
201,clueweb12-0401tw-07-01206
201,clueweb12-0000tw-14-01095
201,clueweb12-0000wb-17-02395
201,clueweb12-0400tw-50-00639
201,clueweb12-0001wb-90-01893
201,clueweb12-0100wb-97-02021
201,clueweb12-0300wb-09-02053
201,clueweb12-0200tw-68-01682
201,clueweb12-0300tw-61-01559
201,clueweb12-0300tw-65-00884
201,clueweb12-0400tw-90-00737
201,clueweb12-0000wb-95-01495
201,clueweb12-0101wb-64-01683
201,clueweb12-0000wb-95-00965
201,clueweb12-0401tw-08-00140
201,clueweb12-0400wb-14-00355
201,clueweb12-0300wb-68-02010
201,clueweb12-0300wb-84-01375
201,clueweb12-0401tw-08-00904
201,clueweb12-0400wb-41-00145
201,clueweb12-0400tw-98-01342
201,clueweb12-0400tw-96-01555
201,clueweb12-0401tw-00-00572
201,clueweb12-0401tw-07-01208
201,clueweb12-0400tw-98-01344
201,clueweb12-0401tw-09-01364
201,clueweb12-0401tw-02-00898
201,clueweb12-0401tw-02-00894
201,clueweb12-0401tw-06-00270
201,clueweb12-0401tw-06-00269
201,clueweb12-0401tw-06-00264
201,clueweb12-0401tw-13-00786
201,clueweb12-0401tw-15-00014
201,clueweb12-0200tw-10-00787
201,clueweb12-0400tw-98-01343
201,clueweb12-0400tw-98-01345
201,clueweb12-0401tw-06-00267
201,clueweb12-0401tw-07-01207
201,clueweb12-0401tw-06-00273
201,clueweb12-0401tw-02-00900
201,clueweb12-0401tw-09-01365
201,clueweb12-0401tw-09-01366
201,clueweb12-0401tw-04-01075
201,clueweb12-0401tw-04-01074
201,clueweb12-0401tw-02-00895
201,clueweb12-0401tw-02-00899
201,clueweb12-0401tw-00-00575
202,clueweb12-0300tw-46-00773
202,clueweb12-0000wb-30-01993
202,clueweb12-0300wb-04-01519
202,clueweb12-0400tw-26-00280
202,clueweb12-0100tw-12-00531
202,clueweb12-0400tw-11-01327
202,clueweb12-0100wb-98-00613
202,clueweb12-0300wb-20-00938
202,clueweb12-0000wb-21-01944
202,clueweb12-0200tw-46-01303
202,clueweb12-0400tw-61-00614
202,clueweb12-0400wb-95-02083
202,clueweb12-0401wb-21-00452
202,clueweb12-0100wb-88-00116
202,clueweb12-0000wb-52-00701
202,clueweb12-0401tw-07-00598
202,clueweb12-0101wb-50-00602
202,clueweb12-0000wb-58-00242
202,clueweb12-0000wb-62-01544
202,clueweb12-0300wb-86-00755
202,clueweb12-0200wb-07-00675
202,clueweb12-0300tw-21-00121
202,clueweb12-0201wb-04-00735
202,clueweb12-0400wb-19-02108
202,clueweb12-0300wb-69-00041
202,clueweb12-0001wb-61-02528
202,clueweb12-0000wb-27-00983
202,clueweb12-0100wb-18-00706
202,clueweb12-0100wb-94-01206
202,clueweb12-0101wb-13-00869
202,clueweb12-0301tw-11-01294
202,clueweb12-0101wb-31-02159
202,clueweb12-0401wb-21-00454
202,clueweb12-0100wb-96-00423
202,clueweb12-0300wb-48-01426
202,clueweb12-0100tw-73-00756
202,clueweb12-0401tw-07-01136
202,clueweb12-0100tw-17-00892
202,clueweb12-0101wb-53-01674
202,clueweb12-0301tw-13-01004
202,clueweb12-0100wb-81-01086
202,clueweb12-0401wb-16-02252
202,clueweb12-0200wb-86-02148
202,clueweb12-0000wb-69-02293
202,clueweb12-0200wb-29-02214
202,clueweb12-0200wb-90-00670
202,clueweb12-0300wb-66-02100
202,clueweb12-0100wb-13-01660
202,clueweb12-0200wb-57-01639
202,clueweb12-0101wb-03-02220
202,clueweb12-0200wb-70-01719
202,clueweb12-0200wb-78-02460
202,clueweb12-0200tw-74-01284
202,clueweb12-0100wb-87-00911
202,clueweb12-0101wb-55-01032
202,clueweb12-0101wb-41-00291
202,clueweb12-0101wb-48-00671
202,clueweb12-0100wb-33-00822
202,clueweb12-0100wb-23-01480
202,clueweb12-0101wb-13-00870
202,clueweb12-0100wb-03-01593
202,clueweb12-0100wb-62-00440
202,clueweb12-0101wb-64-01453
202,clueweb12-0400tw-25-01063
202,clueweb12-0300wb-52-00713
202,clueweb12-0401wb-18-02421
202,clueweb12-0100wb-05-01545
202,clueweb12-0100wb-70-00120
202,clueweb12-0001wb-63-01726
202,clueweb12-0400tw-28-00256
202,clueweb12-0300wb-93-00663
202,clueweb12-0000wb-42-00145
202,clueweb12-0201wb-45-02294
202,clueweb12-0100wb-50-01519
202,clueweb12-0100wb-94-01207
202,clueweb12-0300wb-64-01255
202,clueweb12-0200wb-07-01681
202,clueweb12-0200tw-39-00377
202,clueweb12-0001wb-27-02017
202,clueweb12-0100wb-03-01592
202,clueweb12-0101wb-31-02160
202,clueweb12-0300wb-31-01211
202,clueweb12-0101wb-41-00290
202,clueweb12-0300wb-58-01030
202,clueweb12-0100wb-43-00196
